product_id,competitor_product_id
product_hg_020,product_hg_021
product_hg_020,product_hg_022
product_hg_020,product_hg_023
product_hg_020,product_hg_024
product_hg_020,product_hg_025
product_hg_021,product_hg_022
product_hg_021,product_hg_023
product_hg_021,product_hg_024
product_hg_021,product_hg_025
product_hg_021,product_hg_026
product_hg_022,product_hg_023
product_hg_022,product_hg_024
product_hg_022,product_hg_025
product_hg_022,product_hg_026
product_hg_022,product_hg_027
product_hg_023,product_hg_024
product_hg_023,product_hg_025
product_hg_023,product_hg_026
product_hg_023,product_hg_027
product_hg_023,product_hg_028
product_hg_024,product_hg_025
product_hg_024,product_hg_026
product_hg_024,product_hg_027
product_hg_024,product_hg_028
product_hg_024,product_hg_029
product_hg_025,product_hg_026
product_hg_025,product_hg_027
product_hg_025,product_hg_028
product_hg_025,product_hg_029
product_hg_025,product_hg_030
product_hg_026,product_hg_027
product_hg_026,product_hg_028
product_hg_026,product_hg_029
product_hg_026,product_hg_030
product_hg_026,product_hg_031
product_hg_027,product_hg_028
product_hg_027,product_hg_029
product_hg_027,product_hg_030
product_hg_027,product_hg_031
product_hg_027,product_hg_032
product_hg_028,product_hg_029
product_hg_028,product_hg_030
product_hg_028,product_hg_031
product_hg_028,product_hg_032
product_hg_028,product_hg_001
product_hg_029,product_hg_030
product_hg_029,product_hg_031
product_hg_029,product_hg_032
product_hg_029,product_hg_001
product_hg_029,product_hg_002
product_hg_030,product_hg_031
product_hg_030,product_hg_032
product_hg_030,product_hg_001
product_hg_030,product_hg_002
product_hg_030,product_hg_003
product_hg_031,product_hg_032
product_hg_031,product_hg_001
product_hg_031,product_hg_002
product_hg_031,product_hg_003
product_hg_031,product_hg_004
product_hg_032,product_hg_001
product_hg_032,product_hg_002
product_hg_032,product_hg_003
product_hg_032,product_hg_004
product_hg_032,product_hg_005
