product_id,feature_id
product_ea_030,feature_ea_cable
product_ea_031,feature_ea_cable
product_ea_031,feature_ea_charging
product_ea_031,feature_ea_wireless
product_ea_031,feature_ea_battery
product_ea_031,feature_ea_compact
product_ea_032,feature_ea_compact
product_ea_032,feature_ea_charging
product_ct_001,feature_ct_material
product_ct_001,feature_ct_educational
product_ct_001,feature_ct_small_parts
product_ct_002,feature_ct_material
product_ct_002,feature_ct_small_parts
product_ct_002,feature_ct_educational
product_ct_002,feature_ct_creative
product_ct_003,feature_ct_educational
product_ct_003,feature_ct_small_parts
product_ct_003,feature_ct_creative
product_ct_003,feature_ct_material
product_ct_003,feature_ct_age
product_ct_004,feature_ct_small_parts
product_ct_004,feature_ct_age
product_ct_005,feature_ct_educational
product_ct_005,feature_ct_age
product_ct_005,feature_ct_small_parts
product_ct_006,feature_ct_material
product_ct_006,feature_ct_creative
product_ct_006,feature_ct_age
product_ct_006,feature_ct_educational
product_ct_007,feature_ct_educational
product_ct_007,feature_ct_material
product_ct_007,feature_ct_creative
product_ct_007,feature_ct_age
product_ct_007,feature_ct_small_parts
product_ct_008,feature_ct_age
product_ct_008,feature_ct_creative
product_ct_009,feature_ct_material
product_ct_009,feature_ct_age
product_ct_009,feature_ct_educational
product_ct_010,feature_ct_small_parts
product_ct_010,feature_ct_educational
product_ct_010,feature_ct_material
product_ct_010,feature_ct_creative
product_ct_011,feature_ct_creative
product_ct_011,feature_ct_age
product_ct_011,feature_ct_educational
product_ct_011,feature_ct_material
product_ct_011,feature_ct_small_parts
product_ct_012,feature_ct_creative
product_ct_012,feature_ct_small_parts
product_ct_013,feature_ct_creative
product_ct_013,feature_ct_educational
product_ct_013,feature_ct_age
product_ct_014,feature_ct_creative
product_ct_014,feature_ct_small_parts
product_ct_014,feature_ct_age
product_ct_014,feature_ct_educational
product_ct_015,feature_ct_creative
product_ct_015,feature_ct_educational
product_ct_015,feature_ct_material
product_ct_015,feature_ct_small_parts
product_ct_015,feature_ct_age
product_ct_016,feature_ct_creative
product_ct_016,feature_ct_educational
product_ct_017,feature_ct_educational
product_ct_017,feature_ct_material
product_ct_017,feature_ct_age
product_ct_018,feature_ct_material
product_ct_018,feature_ct_creative
product_ct_018,feature_ct_educational
product_ct_018,feature_ct_age
product_ct_019,feature_ct_material
product_ct_019,feature_ct_age
product_ct_019,feature_ct_educational
product_ct_019,feature_ct_creative
product_ct_019,feature_ct_small_parts
product_ct_020,feature_ct_age
product_ct_020,feature_ct_material
product_ct_021,feature_ct_age
product_ct_021,feature_ct_educational
product_ct_021,feature_ct_material
product_ct_022,feature_ct_creative
product_ct_022,feature_ct_age
product_ct_022,feature_ct_material
product_ct_022,feature_ct_small_parts
product_ct_023,feature_ct_material
product_ct_023,feature_ct_creative
product_ct_023,feature_ct_educational
product_ct_023,feature_ct_small_parts
product_ct_023,feature_ct_age
product_ct_024,feature_ct_material
product_ct_024,feature_ct_educational
product_ct_025,feature_ct_creative
product_ct_025,feature_ct_age
product_ct_025,feature_ct_small_parts
product_ct_026,feature_ct_age
product_ct_026,feature_ct_creative
product_ct_026,feature_ct_material
product_ct_026,feature_ct_educational
product_ct_027,feature_ct_small_parts
product_ct_027,feature_ct_age
product_ct_027,feature_ct_creative
product_ct_027,feature_ct_material
product_ct_027,feature_ct_educational
product_ct_028,feature_ct_small_parts
product_ct_028,feature_ct_creative
product_ct_029,feature_ct_small_parts
product_ct_029,feature_ct_educational
product_ct_029,feature_ct_material
product_ct_030,feature_ct_creative
product_ct_030,feature_ct_age
product_ct_030,feature_ct_material
product_ct_030,feature_ct_educational
product_ct_031,feature_ct_age
product_ct_031,feature_ct_creative
product_ct_031,feature_ct_educational
product_ct_031,feature_ct_small_parts
product_ct_031,feature_ct_material
product_ct_032,feature_ct_small_parts
product_ct_032,feature_ct_educational
product_hg_001,feature_hg_easy_clean
product_hg_001,feature_hg_storage
product_hg_001,feature_hg_material
product_hg_002,feature_hg_food
product_hg_002,feature_hg_easy_clean
product_hg_002,feature_hg_material
product_hg_002,feature_hg_storage
product_hg_003,feature_hg_load
product_hg_003,feature_hg_storage
product_hg_003,feature_hg_food
product_hg_003,feature_hg_easy_clean
product_hg_003,feature_hg_material
product_hg_004,feature_hg_food
product_hg_004,feature_hg_easy_clean
product_hg_005,feature_hg_easy_clean
product_hg_005,feature_hg_food
product_hg_005,feature_hg_material
product_hg_006,feature_hg_food
product_hg_006,feature_hg_storage
product_hg_006,feature_hg_easy_clean
product_hg_006,feature_hg_load
product_hg_007,feature_hg_easy_clean
product_hg_007,feature_hg_food
product_hg_007,feature_hg_material
product_hg_007,feature_hg_storage
product_hg_007,feature_hg_load
product_hg_008,feature_hg_food
product_hg_008,feature_hg_easy_clean
product_hg_009,feature_hg_material
product_hg_009,feature_hg_storage
product_hg_009,feature_hg_food
product_hg_010,feature_hg_load
product_hg_010,feature_hg_storage
product_hg_010,feature_hg_food
product_hg_010,feature_hg_material
product_hg_011,feature_hg_load
product_hg_011,feature_hg_material
product_hg_011,feature_hg_easy_clean
product_hg_011,feature_hg_food
product_hg_011,feature_hg_storage
product_hg_012,feature_hg_easy_clean
product_hg_012,feature_hg_storage
product_hg_013,feature_hg_load
product_hg_013,feature_hg_food
product_hg_013,feature_hg_easy_clean
product_hg_014,feature_hg_load
product_hg_014,feature_hg_material
product_hg_014,feature_hg_food
product_hg_014,feature_hg_storage
product_hg_015,feature_hg_material
product_hg_015,feature_hg_food
product_hg_015,feature_hg_storage
product_hg_015,feature_hg_load
product_hg_015,feature_hg_easy_clean
product_hg_016,feature_hg_material
product_hg_016,feature_hg_storage
product_hg_017,feature_hg_load
product_hg_017,feature_hg_food
product_hg_017,feature_hg_material
product_hg_018,feature_hg_easy_clean
product_hg_018,feature_hg_material
product_hg_018,feature_hg_food
product_hg_018,feature_hg_load
product_hg_019,feature_hg_easy_clean
product_hg_019,feature_hg_food
product_hg_019,feature_hg_storage
product_hg_019,feature_hg_material
product_hg_019,feature_hg_load
product_hg_020,feature_hg_load
product_hg_020,feature_hg_storage
product_hg_021,feature_hg_food
product_hg_021,feature_hg_material
product_hg_021,feature_hg_storage
product_hg_022,feature_hg_food
product_hg_022,feature_hg_easy_clean
product_hg_022,feature_hg_storage
product_hg_022,feature_hg_load
product_hg_023,feature_hg_food
product_hg_023,feature_hg_easy_clean
product_hg_023,feature_hg_storage
product_hg_023,feature_hg_material
product_hg_023,feature_hg_load
product_hg_024,feature_hg_easy_clean
product_hg_024,feature_hg_food
product_hg_025,feature_hg_material
product_hg_025,feature_hg_load
product_hg_025,feature_hg_easy_clean
product_hg_026,feature_hg_material
product_hg_026,feature_hg_storage
product_hg_026,feature_hg_food
product_hg_026,feature_hg_easy_clean
product_hg_027,feature_hg_material
product_hg_027,feature_hg_storage
product_hg_027,feature_hg_easy_clean
product_hg_027,feature_hg_load
product_hg_027,feature_hg_food
product_hg_028,feature_hg_material
product_hg_028,feature_hg_easy_clean
product_hg_029,feature_hg_easy_clean
product_hg_029,feature_hg_load
product_hg_029,feature_hg_material
product_hg_030,feature_hg_storage
product_hg_030,feature_hg_material
product_hg_030,feature_hg_easy_clean
product_hg_030,feature_hg_load
product_hg_031,feature_hg_easy_clean
product_hg_031,feature_hg_storage
product_hg_031,feature_hg_material
product_hg_031,feature_hg_food
product_hg_031,feature_hg_load
product_hg_032,feature_hg_food
product_hg_032,feature_hg_storage
